samp_date,sample,month,season,year,block,tx,clip,order,genus,species,number
7/15/2017,7CE,July,,2017,7,Ambient,Clipped,Hymenoptera,Solenopsis,sp 2,1
6/15/2017,7CW,June,,2017,7,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,8
5/15/2017,7ROE,May,,2017,7,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2017,7ROE,September,monsoon,2017,7,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
2/15/2017,8ROE,February,,2017,8,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
1/15/2017,8ROW,January,,2017,8,Drought,Clipped,Hymenoptera,Solenopsis,aurea,1
11/15/2017,8ROW,November,,2017,8,Drought,Clipped,Hymenoptera,Solenopsis,aurea,1
1/15/2017,9IRW,January,,2017,9,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,10CE,August,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,4
9/15/2018,10CE,September,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,11
9/15/2018,10CE,September,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,5
10/27/2018,10CE,October,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/20/2018,10CW,August,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,1
9/15/2018,10CW,September,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,1
9/15/2018,10CW,September,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,1
10/27/2018,10CW,October,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,2
10/27/2018,10CW,October,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,3
8/20/2018,10IRE,August,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,10IRE,August,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,47
9/15/2018,10IRE,September,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,7
9/15/2018,10IRE,September,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,
8/20/2018,10IRW,August,monsoon,2018,10,Wet,Clipped,Hymenoptera,Solenopsis,aurea,2
8/20/2018,10IRW,August,monsoon,2018,10,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,34
9/15/2018,10IRW,September,monsoon,2018,10,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,29
9/15/2018,10IRW,September,monsoon,2018,10,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,29
10/27/2018,10IRW,October,monsoon,2018,10,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,10ROE,August,monsoon,2018,10,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,6
10/27/2018,10ROE,October,monsoon,2018,10,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/20/2018,1CE,August,monsoon,2018,1,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,7
9/15/2018,1CE,September,monsoon,2018,1,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,2
8/20/2018,1CW,August,monsoon,2018,1,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,3
9/15/2018,1CW,September,monsoon,2018,1,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,1IRW,August,monsoon,2018,1,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,4
10/27/2018,1IRW,October,monsoon,2018,1,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,4
8/20/2018,1ROE,August,monsoon,2018,1,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,2
8/20/2018,2CE,August,monsoon,2018,2,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,4
9/15/2018,2CE,September,monsoon,2018,2,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,23
8/20/2018,2CW,August,monsoon,2018,2,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,7
8/20/2018,2IRE,August,monsoon,2018,2,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,2IRE,August,monsoon,2018,2,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,1
9/15/2018,2IRE,September,monsoon,2018,2,Wet,Clipped,Hymenoptera,Solenopsis,aurea,5
8/20/2018,2IRW,August,monsoon,2018,2,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/15/2018,2ROW,September,monsoon,2018,2,Drought,Clipped,Hymenoptera,Solenopsis,,1
8/20/2018,3CE,August,monsoon,2018,3,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,3CE,September,monsoon,2018,3,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,15
8/20/2018,3CW,August,monsoon,2018,3,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,58
8/20/2018,3IRE,August,monsoon,2018,3,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,16
8/20/2018,3IRE,August,monsoon,2018,3,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,12
10/27/2018,3IRE,October,monsoon,2018,3,Wet,Clipped,Hymenoptera,Solenopsis,aurea,6
9/15/2018,3IRW,September,monsoon,2018,3,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,7
10/27/2018,3IRW,October,monsoon,2018,3,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/20/2018,3ROE,August,monsoon,2018,3,Drought,Clipped,Hymenoptera,Solenopsis,aurea,9
9/15/2018,3ROE,September,monsoon,2018,3,Drought,Clipped,Hymenoptera,Solenopsis,aurea,3
8/20/2018,3ROW,August,monsoon,2018,3,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,19
9/15/2018,3ROW,September,monsoon,2018,3,Drought,Unclipped,Hymenoptera,Solenopsis,,3
8/20/2018,4CE,August,monsoon,2018,4,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,4CE,September,monsoon,2018,4,Ambient,Unclipped,Hymenoptera,Solenopsis,,1
8/20/2018,4CW,August,monsoon,2018,4,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,3
8/20/2018,4IRE,August,monsoon,2018,4,Wet,Clipped,Hymenoptera,Solenopsis,aurea,25
9/15/2018,4IRE,September,monsoon,2018,4,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,4IRW,September,monsoon,2018,4,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,9
9/15/2018,4ROE,September,monsoon,2018,4,Drought,Clipped,Hymenoptera,Solenopsis,,1
9/15/2018,4ROW,September,monsoon,2018,4,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,2
9/15/2018,4ROW,September,monsoon,2018,4,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,38
10/27/2018,4ROW,October,monsoon,2018,4,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/15/2018,5CE,September,monsoon,2018,5,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,2
9/15/2018,5CW,September,monsoon,2018,5,Ambient,Unclipped,Hymenoptera,Solenopsis,,8
9/15/2018,5IRE,September,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,7
9/15/2018,5IRE,September,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,2
8/20/2018,5IRW,August,monsoon,2018,5,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,1
9/15/2018,5ROE,September,monsoon,2018,5,Drought,Unclipped,Hymenoptera,Solenopsis,,1
10/27/2018,5ROE,October,monsoon,2018,5,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
10/27/2018,5ROW,October,monsoon,2018,5,Drought,Clipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,6CE,August,monsoon,2018,6,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,18
9/15/2018,6CE,September,monsoon,2018,6,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,18
8/20/2018,6CW,August,monsoon,2018,6,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,177
8/20/2018,6IRE,August,monsoon,2018,6,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,11
8/20/2018,6IRW,August,monsoon,2018,6,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,4
9/15/2018,6IRW,September,monsoon,2018,6,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,6
8/20/2018,6ROE,August,monsoon,2018,6,Drought,Clipped,Hymenoptera,Solenopsis,aurea,3
8/20/2018,6ROE,August,monsoon,2018,6,Drought,Clipped,Hymenoptera,Solenopsis,xyloni,1
10/27/2018,6ROW,October,monsoon,2018,6,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/20/2018,7CW,August,monsoon,2018,7,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,6
9/15/2018,7CW,September,monsoon,2018,7,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,9
8/20/2018,7IRE,August,monsoon,2018,7,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/15/2018,7ROE,September,monsoon,2018,7,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,3
8/20/2018,7ROW,August,monsoon,2018,7,Drought,Clipped,Hymenoptera,Solenopsis,aurea,4
9/15/2018,7ROW,September,monsoon,2018,7,Drought,Clipped,Hymenoptera,Solenopsis,xyloni,13
9/15/2018,7ROW,September,monsoon,2018,7,Drought,Clipped,Hymenoptera,Solenopsis,xyloni,13
10/27/2018,7ROW,October,monsoon,2018,7,Drought,Clipped,Hymenoptera,Solenopsis,aurea,2
8/20/2018,8CE,August,monsoon,2018,8,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,6
8/20/2018,8CE,August,monsoon,2018,8,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,4
8/20/2018,8CW,August,monsoon,2018,8,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,8IRE,September,monsoon,2018,8,Wet,Clipped,Hymenoptera,Solenopsis,aurea,2
8/20/2018,8IRW,August,monsoon,2018,8,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,20
9/15/2018,8ROE,September,monsoon,2018,8,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,4
9/15/2018,8ROE,September,monsoon,2018,8,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,4
9/15/2018,8ROW,September,monsoon,2018,8,Drought,Clipped,Hymenoptera,Solenopsis,xyloni,1
8/20/2018,9CE,August,monsoon,2018,9,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,26
9/15/2018,9CE,September,monsoon,2018,9,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,9CE,September,monsoon,2018,9,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,2
8/20/2018,9CW,August,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,6
8/20/2018,9CW,August,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,4
9/15/2018,9CW,September,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,9CW,September,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,2
8/20/2018,9IRE,August,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,6
9/12/2018,9IRE,September,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,9
9/15/2018,9IRE,September,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/15/2018,9IRE,September,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/15/2018,9IRE,September,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,9
9/15/2018,9IRW,September,monsoon,2018,9,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,2
9/15/2018,9IRW,September,monsoon,2018,9,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,2
8/20/2018,9ROW,August,monsoon,2018,9,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,11
9/15/2018,9ROW,September,monsoon,2018,9,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/15/2018,9ROW,September,monsoon,2018,9,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,1 CE,August,monsoon,2019,1,Ambient,Clipped,Hymenoptera,Solenopsis,S. Xyloni,1
8/13/2019,1 CE,August,monsoon,2019,1,Ambient,Clipped,Hymenoptera,Solenopsis,S. Aurea,1
8/13/2019,1 CW,August,monsoon,2019,1,Ambient,Unclipped,Hymenoptera,Solenopsis,SP. 1,1
9/21/2019,1 CW,September,monsoon,2019,1,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,1
10/18/2019,1 CW,October,monsoon,2019,1,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,1
10/18/2019,1 IRE,October,monsoon,2019,1,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,1 IRW,September,monsoon,2019,1,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,4
8/13/2019,10 CE,August,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,10 CE,August,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,10 CE,October,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,30
10/18/2019,10 CE,October,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,7
8/13/2019,10 CW,August,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,8
10/18/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,10 IRW,September,monsoon,2019,10,Wet,Clipped,Hymenoptera,Solenopsis,aurea,7
9/21/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Solenopsis,aurea,13
10/18/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,10 ROE,August,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,6
9/21/2019,10 ROE,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,2
10/18/2019,10 ROE,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,6
10/18/2019,10 ROE,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,3
9/21/2019,10 ROW,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,21
8/13/2019,2 IRW,August,monsoon,2019,2,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,2 IRW,September,monsoon,2019,2,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,4
9/21/2019,3 CE,September,monsoon,2019,3,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,2
9/21/2019,3 CE,September,monsoon,2019,3,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,30
9/21/2019,3 CW,September,monsoon,2019,3,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,3 IRE,August,monsoon,2019,3,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,3 IRE,August,monsoon,2019,3,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,40
8/13/2019,3 IRW,August,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,2
8/13/2019,3 IRW,August,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/21/2019,3 IRW,September,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,3 ROE,August,monsoon,2019,3,Drought,Clipped,Hymenoptera,Solenopsis,aurea,2
9/21/2019,3 ROE,September,monsoon,2019,3,Drought,Clipped,Hymenoptera,Solenopsis,aurea,4
8/13/2019,3 ROW,August,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
10/18/2019,3 ROW,October,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,4 CW,August,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,14
8/13/2019,4 IRE,August,monsoon,2019,4,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,3
8/13/2019,4 IRE,August,monsoon,2019,4,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,4 IRE,September,monsoon,2019,4,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,2
8/13/2019,4 ROE,August,monsoon,2019,4,Drought,Clipped,Hymenoptera,Solenopsis,xyloni,33
8/13/2019,4 ROW,August,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,2
8/13/2019,5 CE,August,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,6
8/13/2019,5 CE,August,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,40
8/13/2019,5 IRW,August,monsoon,2019,5,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,5 ROE,August,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Solenopsis,aurea ,3
8/13/2019,5 ROW,August,monsoon,2019,5,Drought,Clipped,Hymenoptera,Solenopsis,aurea,4
10/18/2019,5 ROW,October,monsoon,2019,5,Drought,Clipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,6 CE,September,monsoon,2019,6,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,4
8/13/2019,6 CW,August,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,3
8/13/2019,6 CW,August,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,1
10/18/2019,6 CW,October,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,3
8/13/2019,6 IRE,August,monsoon,2019,6,Wet,Clipped,Hymenoptera,Solenopsis,aurea,2
10/18/2019,6 IRE,October,monsoon,2019,6,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,1
10/18/2019,6 IRE,October,monsoon,2019,6,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,6 IRW,August,monsoon,2019,6,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
10/18/2019,6 IRW,October,monsoon,2019,6,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,6 ROW,August,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,6 ROW,August,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,36
10/18/2019,6 ROW,October,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/21/2019,7 CE,September,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,3
9/21/2019,7 CE,September,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,1
10/18/2019,7 CE,October,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Solenopsis,aurea,1
10/18/2019,7 CW,October,monsoon,2019,7,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,24
8/13/2019,7 IRE,August,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,7
8/13/2019,7 IRE,August,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,4
9/21/2019,7 IRE,October,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,7 IRW,August,monsoon,2019,7,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
10/18/2019,7 IRW,October,monsoon,2019,7,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,7 ROE,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,3
8/13/2019,7 ROE,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,29
10/18/2019,7 ROE,October,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,7 ROW,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,8
8/13/2019,7 ROW,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,274
9/21/2019,8 CE,October,monsoon,2019,8,Ambient,Clipped,Hymenoptera,Solenopsis,xyloni,2
8/13/2019,8 CW,August,monsoon,2019,8,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/21/2019,8 CW,October,monsoon,2019,8,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,12
8/13/2019,8 IRE,August,monsoon,2019,8,Wet,Clipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,8 IRE,August,monsoon,2019,8,Wet,Clipped,Hymenoptera,Solenopsis,xyloni,72
8/13/2019,8 IRW,August,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/21/2019,8 IRW,October,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,3
9/21/2019,8 IRW,October,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Solenopsis,aurea,1
9/21/2019,8 ROE,October,monsoon,2019,8,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,8 ROW,August,monsoon,2019,8,Drought,Clipped,Hymenoptera,Solenopsis,aurea,4
8/13/2019,9 CW,August,monsoon,2019,9,Ambient,Unclipped,Hymenoptera,Solenopsis,xyloni,1
9/21/2019,9 CW,October,monsoon,2019,9,Ambient,Unclipped,Hymenoptera,Solenopsis,aurea,1
8/13/2019,9 IRE,August,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,1
10/18/2019,9 IRE,October,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Solenopsis,xyloni,3
8/13/2019,9 IRW,August,monsoon,2019,9,Wet,Clipped,Hymenoptera,Solenopsis,Xyloni,2
8/13/2019,9 ROE,August,monsoon,2019,9,Drought,Clipped,Hymenoptera,Solenopsis,aurea,10
8/13/2019,9 ROW,August,monsoon,2019,9,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,1
8/13/2019,9 ROW,August,monsoon,2019,9,Drought,Unclipped,Hymenoptera,Solenopsis,aurea,12
9/21/2019,9 ROW,October,monsoon,2019,9,Drought,Unclipped,Hymenoptera,Solenopsis,xyloni,9
8/13/2019,1 IRW,August,monsoon,2019,1,Wet,Clipped,Hymenoptera,Solenopsis ,xyloni,5
9/21/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Solenopsis ,aurea,49
9/21/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Solenopsis ,aurea,6
8/13/2019,10 ROW,August,monsoon,2019,10,Drought,Clipped,Hymenoptera,Solenopsis ,aurea,16
9/21/2019,2 CE,September,monsoon,2019,2,Ambient,Clipped,Hymenoptera,Solenopsis ,aurea,4
8/13/2019,2 CW,August,monsoon,2019,2,Ambient,Unclipped,Hymenoptera,Solenopsis ,aurea,1
8/13/2019,2 CW,August,monsoon,2019,2,Ambient,Unclipped,Hymenoptera,Solenopsis ,xyloni,1
8/13/2019,2 IRE,August,monsoon,2019,2,Wet,Clipped,Hymenoptera,Solenopsis ,aurea,5
8/13/2019,3 CE,August,monsoon,2019,3,Ambient,Clipped,Hymenoptera,Solenopsis ,xyloni,138
8/13/2019,3 CW,August,monsoon,2019,3,Ambient,Unclipped,Hymenoptera,Solenopsis ,aurea,2
9/21/2019,3 IRE,September,monsoon,2019,3,Wet,Clipped,Hymenoptera,Solenopsis ,aurea,7
9/21/2019,3 ROW,September,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Solenopsis ,aurea,2
9/21/2019,3 ROW,September,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Solenopsis ,xyloni,1
9/21/2019,4 CE,September,monsoon,2019,4,Ambient,Unclipped,Hymenoptera,Solenopsis ,xyloni,1
9/21/2019,4 CW,September,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Solenopsis ,xyloni,4
9/21/2019,5 CE,September,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Solenopsis ,aurea,3
8/13/2019,5 CW,August,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Solenopsis ,Aurea,11
9/21/2019,5 CW,September,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Solenopsis ,aurea,3
10/18/2019,5 CW,October,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Solenopsis ,aurea,2
10/18/2019,5 CW,October,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Solenopsis ,xyloni,1
9/21/2019,5 IRE,September,monsoon,2019,5,Wet,Unclipped,Hymenoptera,Solenopsis ,xyloni,2
9/21/2019,5 ROE,September,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Solenopsis ,aurea,2
8/13/2019,6 CE,August,monsoon,2019,6,Ambient,Clipped,Hymenoptera,Solenopsis ,aurea,18
9/21/2019,6 CW,September,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Solenopsis ,xyloni,49
9/21/2019,6 IRE,September,monsoon,2019,6,Wet,Clipped,Hymenoptera,Solenopsis ,xyloni,1
8/13/2019,6 ROE,August,monsoon,2019,6,Drought,Clipped,Hymenoptera,Solenopsis ,xyloni,4
8/13/2019,7 CE,August,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Solenopsis ,xyloni,1
8/13/2019,7 CE,August,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Solenopsis ,aurea,3
8/13/2019,7 CW,August,monsoon,2019,7,Ambient,Unclipped,Hymenoptera,Solenopsis ,aurea ,10
9/21/2019,7 CW,September,monsoon,2019,7,Ambient,Unclipped,Hymenoptera,Solenopsis ,Aurea ,4
9/21/2019,7 ROW,September,monsoon,2019,7,Drought,Clipped,Hymenoptera,Solenopsis ,aurea,8
9/21/2019,7 ROW,September,monsoon,2019,7,Drought,Clipped,Hymenoptera,Solenopsis ,xyloni,1
8/13/2019,9 IRE,August,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Solenopsis ,aurea,13
8/13/2019,10 ROW,August,monsoon,2019,10,Drought,Clipped,Hymenoptera,Stenamma,,52
4/15/2017,1CW,April,,2017,1,Ambient,Unclipped,Hymenoptera,Tapinoma,,1
4/15/2017,2CW,April,,2017,2,Ambient,Unclipped,Hymenoptera,Tapinoma,,1
2/15/2017,2ROE,February,,2017,2,Drought,Unclipped,Hymenoptera,Tapinoma,,1
6/15/2017,3IRW,June,,2017,3,Wet,Unclipped,Hymenoptera,Tapinoma,,1
4/15/2017,3ROE,April,,2017,3,Drought,Clipped,Hymenoptera,Tapinoma,,1
7/15/2017,4IRE,July,,2017,4,Wet,Clipped,Hymenoptera,Tapinoma,,3
8/15/2017,4IRE,August,monsoon,2017,4,Wet,Clipped,Hymenoptera,Tapinoma,,1
5/15/2017,4ROW,May,,2017,4,Drought,Unclipped,Hymenoptera,Tapinoma,,1
6/15/2017,4ROW,June,,2017,4,Drought,Unclipped,Hymenoptera,Tapinoma,,3
4/15/2017,5IRE,April,,2017,5,Wet,Unclipped,Hymenoptera,Tapinoma,,1
7/15/2017,5ROE,July,,2017,5,Drought,Unclipped,Hymenoptera,Tapinoma,sp 2,13
4/15/2017,5ROW,April,,2017,5,Drought,Clipped,Hymenoptera,Tapinoma,,8
