"","ObsID","plotID","sampID","block","precip","clip","excl","date","cohort","no_germ","survival","died","tot_germination","surv_perc","year"
"11164","11164","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2018-11-17","2",10,0,0,0,0,"1"
"11165","11165","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2018-12-15","2",10,0,0,0,0,"1"
"11166","11166","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-01-19","2",10,0,0,0,0,"1"
"11167","11167","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-02-16","2",10,0,0,0,0,"1"
"11168","11168","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-03-16","2",10,0,0,0,0,"1"
"11169","11169","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-04-20","2",10,0,0,0,0,"1"
"11170","11170","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-05-18","2",10,0,0,0,0,"1"
"11171","11171","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-06-15","2",10,0,0,0,0,"1"
"11172","11172","7_RO","7_RO_Clipped_Ants","7","RO","Clipped","Ants","2019-07-20","2",10,0,0,0,0,"1"
"11173","11173","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-07-30","2",10,0,0,0,0,"1"
"11174","11174","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-08-13","2",10,0,0,0,0,"1"
"11175","11175","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-08-20","2",10,0,0,0,0,"1"
"11176","11176","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-08-27","2",10,0,0,0,0,"1"
"11177","11177","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-09-03","2",10,0,0,0,0,"1"
"11178","11178","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-09-17","2",10,0,0,0,0,"1"
"11179","11179","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-09-24","2",10,0,0,0,0,"1"
"11180","11180","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-10-01","2",10,0,0,0,0,"1"
"11181","11181","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-10-13","2",10,0,0,0,0,"1"
"11182","11182","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-11-17","2",10,0,0,0,0,"1"
"11183","11183","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2018-12-15","2",10,0,0,0,0,"1"
"11184","11184","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-01-19","2",10,0,0,0,0,"1"
"11185","11185","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-02-16","2",10,0,0,0,0,"1"
"11186","11186","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-03-16","2",10,0,0,0,0,"1"
"11187","11187","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-04-20","2",10,0,0,0,0,"1"
"11188","11188","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-05-18","2",10,0,0,0,0,"1"
"11189","11189","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-06-15","2",10,0,0,0,0,"1"
"11190","11190","7_RO","7_RO_Clipped_Rodents","7","RO","Clipped","Rodents","2019-07-20","2",10,0,0,0,0,"1"
"11191","11191","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-07-30","2",9,0,1,1,0,"1"
"11192","11192","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-08-13","2",9,0,1,1,0,"1"
"11193","11193","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-08-20","2",9,0,1,1,0,"1"
"11194","11194","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-08-27","2",9,0,1,1,0,"1"
"11195","11195","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-09-03","2",9,0,1,1,0,"1"
"11196","11196","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-09-17","2",9,0,1,1,0,"1"
"11197","11197","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-09-24","2",9,0,1,1,0,"1"
"11198","11198","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-10-01","2",9,0,1,1,0,"1"
"11199","11199","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-10-13","2",9,0,1,1,0,"1"
"11200","11200","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-11-17","2",9,0,1,1,0,"1"
"11201","11201","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2018-12-15","2",9,0,1,1,0,"1"
"11202","11202","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-01-19","2",9,0,1,1,0,"1"
"11203","11203","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-02-16","2",9,0,1,1,0,"1"
"11204","11204","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-03-16","2",9,0,1,1,0,"1"
"11205","11205","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-04-20","2",9,0,1,1,0,"1"
"11206","11206","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-05-18","2",9,0,1,1,0,"1"
"11207","11207","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-06-15","2",9,0,1,1,0,"1"
"11208","11208","7_RO","7_RO_Clipped_Total","7","RO","Clipped","Total","2019-07-20","2",9,0,1,1,0,"1"
"11209","11209","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-07-30","2",10,0,0,0,0,"1"
"11210","11210","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-08-13","2",10,0,0,0,0,"1"
"11211","11211","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-08-20","2",10,0,0,0,0,"1"
"11212","11212","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-08-27","2",10,0,0,0,0,"1"
"11213","11213","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-09-03","2",10,0,0,0,0,"1"
"11214","11214","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-09-17","2",10,0,0,0,0,"1"
"11215","11215","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-09-24","2",10,0,0,0,0,"1"
"11216","11216","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-10-01","2",10,0,0,0,0,"1"
"11217","11217","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-10-13","2",10,0,0,0,0,"1"
"11218","11218","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-11-17","2",10,0,0,0,0,"1"
"11219","11219","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2018-12-15","2",10,0,0,0,0,"1"
"11220","11220","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-01-19","2",10,0,0,0,0,"1"
"11221","11221","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-02-16","2",10,0,0,0,0,"1"
"11222","11222","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-03-16","2",10,0,0,0,0,"1"
"11223","11223","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-04-20","2",10,0,0,0,0,"1"
"11224","11224","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-05-18","2",10,0,0,0,0,"1"
"11225","11225","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-06-15","2",10,0,0,0,0,"1"
"11226","11226","7_RO","7_RO_Unclipped_Control","7","RO","Unclipped","Control","2019-07-20","2",10,0,0,0,0,"1"
"11227","11227","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-07-30","2",10,0,0,0,0,"1"
"11228","11228","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-08-13","2",10,0,0,0,0,"1"
"11229","11229","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-08-20","2",10,0,0,0,0,"1"
"11230","11230","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-08-27","2",10,0,0,0,0,"1"
"11231","11231","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-09-03","2",10,0,0,0,0,"1"
"11232","11232","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-09-17","2",10,0,0,0,0,"1"
"11233","11233","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-09-24","2",10,0,0,0,0,"1"
"11234","11234","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-10-01","2",10,0,0,0,0,"1"
"11235","11235","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-10-13","2",10,0,0,0,0,"1"
"11236","11236","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-11-17","2",10,0,0,0,0,"1"
"11237","11237","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2018-12-15","2",10,0,0,0,0,"1"
"11238","11238","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-01-19","2",10,0,0,0,0,"1"
"11239","11239","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-02-16","2",10,0,0,0,0,"1"
"11240","11240","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-03-16","2",10,0,0,0,0,"1"
"11241","11241","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-04-20","2",10,0,0,0,0,"1"
"11242","11242","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-05-18","2",10,0,0,0,0,"1"
"11243","11243","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-06-15","2",10,0,0,0,0,"1"
"11244","11244","7_RO","7_RO_Unclipped_Ants","7","RO","Unclipped","Ants","2019-07-20","2",10,0,0,0,0,"1"
"11245","11245","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-07-30","2",8,0,2,2,0,"1"
"11246","11246","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-08-13","2",8,0,2,2,0,"1"
"11247","11247","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-08-20","2",8,0,2,2,0,"1"
"11248","11248","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-08-27","2",8,0,2,2,0,"1"
"11249","11249","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-09-03","2",8,0,2,2,0,"1"
"11250","11250","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-09-17","2",8,0,2,2,0,"1"
"11251","11251","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-09-24","2",8,0,2,2,0,"1"
"11252","11252","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-10-01","2",8,0,2,2,0,"1"
"11253","11253","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-10-13","2",8,0,2,2,0,"1"
"11254","11254","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-11-17","2",8,0,2,2,0,"1"
"11255","11255","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2018-12-15","2",8,0,2,2,0,"1"
"11256","11256","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-01-19","2",8,0,2,2,0,"1"
"11257","11257","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-02-16","2",8,0,2,2,0,"1"
"11258","11258","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-03-16","2",8,0,2,2,0,"1"
"11259","11259","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-04-20","2",8,0,2,2,0,"1"
"11260","11260","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-05-18","2",8,0,2,2,0,"1"
"11261","11261","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-06-15","2",8,0,2,2,0,"1"
"11262","11262","7_RO","7_RO_Unclipped_Rodents","7","RO","Unclipped","Rodents","2019-07-20","2",8,0,2,2,0,"1"
"11263","11263","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-07-30","2",10,0,0,0,0,"1"
"11264","11264","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-08-13","2",10,0,0,0,0,"1"
"11265","11265","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-08-20","2",10,0,0,0,0,"1"
"11266","11266","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-08-27","2",10,0,0,0,0,"1"
"11267","11267","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-09-03","2",10,0,0,0,0,"1"
"11268","11268","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-09-17","2",10,0,0,0,0,"1"
"11269","11269","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-09-24","2",10,0,0,0,0,"1"
"11270","11270","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-10-01","2",10,0,0,0,0,"1"
"11271","11271","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-10-13","2",10,0,0,0,0,"1"
"11272","11272","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-11-17","2",10,0,0,0,0,"1"
"11273","11273","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2018-12-15","2",10,0,0,0,0,"1"
"11274","11274","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-01-19","2",10,0,0,0,0,"1"
"11275","11275","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-02-16","2",10,0,0,0,0,"1"
"11276","11276","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-03-16","2",10,0,0,0,0,"1"
"11277","11277","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-04-20","2",10,0,0,0,0,"1"
"11278","11278","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-05-18","2",10,0,0,0,0,"1"
"11279","11279","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-06-15","2",10,0,0,0,0,"1"
"11280","11280","7_RO","7_RO_Unclipped_Total","7","RO","Unclipped","Total","2019-07-20","2",10,0,0,0,0,"1"
"11281","11281","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-07-30","2",10,0,0,0,0,"1"
"11282","11282","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-08-13","2",10,0,0,0,0,"1"
"11283","11283","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-08-20","2",10,0,0,0,0,"1"
"11284","11284","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-08-27","2",10,0,0,0,0,"1"
"11285","11285","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-09-03","2",10,0,0,0,0,"1"
"11286","11286","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-09-17","2",10,0,0,0,0,"1"
"11287","11287","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-09-24","2",10,0,0,0,0,"1"
"11288","11288","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-10-01","2",10,0,0,0,0,"1"
"11289","11289","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-10-13","2",10,0,0,0,0,"1"
"11290","11290","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-11-17","2",10,0,0,0,0,"1"
"11291","11291","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2018-12-15","2",10,0,0,0,0,"1"
"11292","11292","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-01-19","2",10,0,0,0,0,"1"
"11293","11293","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-02-16","2",10,0,0,0,0,"1"
"11294","11294","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-03-16","2",10,0,0,0,0,"1"
"11295","11295","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-04-20","2",10,0,0,0,0,"1"
"11296","11296","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-05-18","2",10,0,0,0,0,"1"
"11297","11297","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-06-15","2",10,0,0,0,0,"1"
"11298","11298","7_IR","7_IR_Clipped_Control","7","IR","Clipped","Control","2019-07-20","2",10,0,0,0,0,"1"
"11299","11299","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-07-30","2",4,1,5,6,0.166666666666667,"1"
"11300","11300","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-08-13","2",4,1,5,6,0.166666666666667,"1"
"11301","11301","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-08-20","2",4,1,5,6,0.166666666666667,"1"
"11302","11302","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-08-27","2",4,1,5,6,0.166666666666667,"1"
"11303","11303","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-09-03","2",4,1,5,6,0.166666666666667,"1"
"11304","11304","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-09-17","2",4,1,5,6,0.166666666666667,"1"
"11305","11305","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-09-24","2",4,1,5,6,0.166666666666667,"1"
"11306","11306","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-10-01","2",4,1,5,6,0.166666666666667,"1"
"11307","11307","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-10-13","2",4,1,5,6,0.166666666666667,"1"
"11308","11308","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-11-17","2",4,1,5,6,0.166666666666667,"1"
"11309","11309","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2018-12-15","2",4,1,5,6,0.166666666666667,"1"
"11310","11310","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-01-19","2",4,1,5,6,0.166666666666667,"1"
"11311","11311","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-02-16","2",4,1,5,6,0.166666666666667,"1"
"11312","11312","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-03-16","2",4,1,5,6,0.166666666666667,"1"
"11313","11313","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-04-20","2",4,1,5,6,0.166666666666667,"1"
"11314","11314","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-05-18","2",4,1,5,6,0.166666666666667,"1"
"11315","11315","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-06-15","2",4,1,5,6,0.166666666666667,"1"
"11316","11316","7_IR","7_IR_Clipped_Ants","7","IR","Clipped","Ants","2019-07-20","2",4,1,5,6,0.166666666666667,"1"
"11317","11317","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-07-30","2",3,4,3,7,0.571428571428571,"1"
"11318","11318","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-08-13","2",3,1,6,7,0.142857142857143,"1"
"11319","11319","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-08-20","2",3,1,6,7,0.142857142857143,"1"
"11320","11320","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-08-27","2",3,1,6,7,0.142857142857143,"1"
"11321","11321","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-09-03","2",3,1,6,7,0.142857142857143,"1"
"11322","11322","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-09-17","2",3,1,6,7,0.142857142857143,"1"
"11323","11323","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-09-24","2",3,1,6,7,0.142857142857143,"1"
"11324","11324","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-10-01","2",3,1,6,7,0.142857142857143,"1"
"11325","11325","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-10-13","2",3,1,6,7,0.142857142857143,"1"
"11326","11326","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-11-17","2",3,1,6,7,0.142857142857143,"1"
"11327","11327","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2018-12-15","2",3,1,6,7,0.142857142857143,"1"
"11328","11328","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-01-19","2",3,1,6,7,0.142857142857143,"1"
"11329","11329","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-02-16","2",3,1,6,7,0.142857142857143,"1"
"11330","11330","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-03-16","2",3,1,6,7,0.142857142857143,"1"
"11331","11331","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-04-20","2",3,1,6,7,0.142857142857143,"1"
"11332","11332","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-05-18","2",3,1,6,7,0.142857142857143,"1"
"11333","11333","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-06-15","2",3,1,6,7,0.142857142857143,"1"
"11334","11334","7_IR","7_IR_Clipped_Rodents","7","IR","Clipped","Rodents","2019-07-20","2",3,1,6,7,0.142857142857143,"1"
"11335","11335","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-07-30","2",5,4,1,5,0.8,"1"
"11336","11336","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-08-13","2",5,3,2,5,0.6,"1"
"11337","11337","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-08-20","2",5,3,2,5,0.6,"1"
"11338","11338","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-08-27","2",5,3,2,5,0.6,"1"
"11339","11339","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-09-03","2",5,3,2,5,0.6,"1"
"11340","11340","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-09-17","2",5,3,2,5,0.6,"1"
"11341","11341","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-09-24","2",5,0,5,5,0,"1"
"11342","11342","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-10-01","2",5,0,5,5,0,"1"
"11343","11343","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-10-13","2",5,0,5,5,0,"1"
"11344","11344","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-11-17","2",5,0,5,5,0,"1"
"11345","11345","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2018-12-15","2",5,0,5,5,0,"1"
"11346","11346","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-01-19","2",5,0,5,5,0,"1"
"11347","11347","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-02-16","2",5,0,5,5,0,"1"
"11348","11348","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-03-16","2",5,0,5,5,0,"1"
"11349","11349","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-04-20","2",5,0,5,5,0,"1"
"11350","11350","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-05-18","2",5,0,5,5,0,"1"
"11351","11351","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-06-15","2",5,0,5,5,0,"1"
"11352","11352","7_IR","7_IR_Clipped_Total","7","IR","Clipped","Total","2019-07-20","2",5,0,5,5,0,"1"
"11353","11353","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-07-30","2",3,5,2,7,0.714285714285714,"1"
"11354","11354","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-08-13","2",3,3,4,7,0.428571428571429,"1"
"11355","11355","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-08-20","2",3,3,4,7,0.428571428571429,"1"
"11356","11356","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-08-27","2",3,3,4,7,0.428571428571429,"1"
"11357","11357","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-09-03","2",3,3,4,7,0.428571428571429,"1"
"11358","11358","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-09-17","2",3,3,4,7,0.428571428571429,"1"
"11359","11359","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-09-24","2",3,3,4,7,0.428571428571429,"1"
"11360","11360","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-10-01","2",3,3,4,7,0.428571428571429,"1"
"11361","11361","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-10-13","2",3,3,4,7,0.428571428571429,"1"
"11362","11362","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-11-17","2",3,3,4,7,0.428571428571429,"1"
"11363","11363","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2018-12-15","2",3,3,4,7,0.428571428571429,"1"
"11364","11364","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-01-19","2",3,3,4,7,0.428571428571429,"1"
"11365","11365","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-02-16","2",3,3,4,7,0.428571428571429,"1"
"11366","11366","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-03-16","2",3,3,4,7,0.428571428571429,"1"
"11367","11367","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-04-20","2",3,3,4,7,0.428571428571429,"1"
"11368","11368","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-05-18","2",3,3,4,7,0.428571428571429,"1"
"11369","11369","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-06-15","2",3,3,4,7,0.428571428571429,"1"
"11370","11370","7_IR","7_IR_Unclipped_Control","7","IR","Unclipped","Control","2019-07-20","2",3,3,4,7,0.428571428571429,"1"
"11371","11371","7_IR","7_IR_Unclipped_Ants","7","IR","Unclipped","Ants","2018-07-30","2",3,2,5,7,0.285714285714286,"1"
"11372","11372","7_IR","7_IR_Unclipped_Ants","7","IR","Unclipped","Ants","2018-08-13","2",3,2,5,7,0.285714285714286,"1"
"11373","11373","7_IR","7_IR_Unclipped_Ants","7","IR","Unclipped","Ants","2018-08-20","2",3,2,5,7,0.285714285714286,"1"
"11374","11374","7_IR","7_IR_Unclipped_Ants","7","IR","Unclipped","Ants","2018-08-27","2",3,2,5,7,0.285714285714286,"1"
"11375","11375","7_IR","7_IR_Unclipped_Ants","7","IR","Unclipped","Ants","2018-09-03","2",3,2,5,7,0.285714285714286,"1"
"11376","11376","7_IR","7_IR_Unclipped_Ants","7","IR","Unclipped","Ants","2018-09-17","2",3,2,5,7,0.285714285714286,"1"
